GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-8-25,27,23,18,21,18,17,94,72,47,1017,1015,1013,19,11,6,14,8,,0.00,2,Rain,351
2016-8-26,27,22,17,21,13,5,100,59,18,1020,1017,1014,23,9,3,16,8,,0.00,2,Rain,291
2016-8-27,26,21,16,18,15,10,88,67,43,1020,1016,1012,31,12,5,26,10,,0.00,4,Rain,85
2016-8-28,21,19,16,18,16,14,94,82,64,1016,1013,1011,31,12,5,27,16,34,2.03,5,Rain,228
2016-8-29,24,19,15,16,12,7,94,64,25,1025,1022,1016,31,12,10,14,8,,0.00,4,,330
2016-8-30,27,20,13,13,12,9,94,60,25,1026,1024,1022,31,14,10,21,8,32,0.00,,,218
2016-8-31,24,18,12,16,13,11,100,71,40,1022,1021,1020,31,13,8,26,11,,0.00,5,Fog-Rain,236
2016-9-1,24,19,13,13,12,9,94,67,29,1025,1023,1021,31,13,10,23,11,32,0.00,3,,247
2016-9-2,20,17,14,17,14,12,100,84,60,1022,1019,1017,31,12,3,23,14,40,0.25,7,Rain,224
2016-9-3,21,17,12,17,14,10,94,83,49,1019,1015,1010,31,13,6,27,14,,4.06,6,Rain,225
2016-9-4,21,14,8,17,14,12,94,75,51,1017,1013,1009,31,12,6,32,21,47,0.25,6,Fog-Rain,254
2016-9-5,23,18,13,20,16,13,100,88,71,1022,1019,1017,31,12,3,16,11,40,0.76,6,Rain,209
2016-9-6,24,21,19,19,18,16,94,82,64,1024,1023,1022,31,12,7,14,11,,0.00,7,Rain,226
2016-9-7,28,23,18,18,16,13,88,68,32,1023,1018,1012,31,13,9,16,6,,0.00,7,Rain,146
2016-9-8,24,19,15,15,12,9,88,63,32,1016,1011,1007,31,13,10,32,14,45,0.00,3,,238
2016-9-9,24,19,15,17,14,12,94,74,48,1016,1015,1014,31,13,8,32,18,47,0.00,5,Rain,201
2016-9-10,19,16,13,18,16,11,100,87,68,1015,1013,1011,27,11,3,24,16,45,3.05,6,Rain,214
2016-9-11,22,15,8,11,9,7,100,70,29,1019,1017,1015,31,13,10,19,10,,0.25,1,Fog,210
2016-9-12,26,18,11,16,14,9,97,74,48,1015,1013,1012,31,12,10,21,10,,0.00,3,Rain,156
2016-9-13,33,24,16,17,16,13,94,62,25,1012,1009,1008,31,13,10,23,10,,0.00,,,81
2016-9-14,28,23,18,18,16,13,83,63,38,1013,1010,1008,31,12,9,24,11,,0.00,1,,134
2016-9-15,29,22,16,18,16,14,94,74,38,1012,1010,1008,31,12,5,21,8,37,0.00,4,Thunderstorm,3
2016-9-16,18,16,14,17,13,9,100,81,49,1018,1012,1009,31,11,2,23,13,,8.89,6,Rain-Thunderstorm,292
2016-9-17,16,14,13,13,11,10,88,79,72,1022,1020,1018,31,14,6,19,14,,0.00,8,Rain,330
2016-9-18,21,17,14,14,13,12,100,77,52,1023,1021,1020,31,12,5,11,8,,0.00,8,,324
2016-9-19,19,16,13,15,13,12,100,82,54,1022,1022,1021,31,12,6,11,6,,2.03,3,Rain,295
2016-9-20,19,17,14,15,13,11,100,82,55,1022,1020,1019,31,11,5,11,5,,0.00,6,Rain,8
2016-9-21,22,18,14,15,13,11,94,73,44,1020,1018,1017,31,12,6,23,8,,0.00,3,,144
2016-9-22,21,17,13,15,13,8,100,78,55,1022,1019,1018,31,11,4,24,10,,0.00,5,Rain,223
2016-9-23,21,14,9,9,8,6,93,64,29,1026,1024,1022,31,13,10,19,10,,0.00,4,,219
2016-9-24,23,16,9,13,11,8,95,66,34,1023,1017,1011,31,13,10,32,14,40,0.00,5,,169
2016-9-25,21,16,11,15,11,7,94,66,36,1021,1014,1009,31,13,10,32,19,37,0.00,3,Rain,223
2016-9-26,18,14,9,12,10,8,94,77,49,1023,1022,1021,31,13,5,24,10,32,0.76,2,Rain,184
2016-9-27,19,14,9,16,13,8,94,84,67,1025,1022,1021,31,14,9,27,13,,0.00,6,,191
2016-9-28,23,17,12,16,13,11,100,80,55,1025,1024,1020,23,10,6,27,18,45,0.00,6,,233
2016-9-29,20,17,12,16,12,7,94,74,35,1020,1015,1013,31,13,5,34,24,,2.03,6,Rain,246
2016-9-30,19,14,10,11,9,7,100,72,38,1014,1012,1010,31,13,10,29,16,45,2.03,4,Rain,226
2016-10-1,16,12,9,12,10,8,100,88,53,1010,1006,1004,31,12,2,19,8,,4.06,5,Fog-Rain-Thunderstorm,215
2016-10-2,17,12,8,9,8,5,95,76,38,1024,1016,1009,29,13,6,14,10,,0.00,5,Rain,316
2016-10-3,18,12,5,9,6,2,100,70,22,1030,1028,1024,31,12,2,13,5,,0.00,1,,71
2016-10-4,19,14,9,12,10,7,100,77,47,1031,1030,1029,31,12,10,32,13,,0.00,3,,77
2016-10-5,17,14,10,11,7,4,82,63,35,1031,1029,1028,31,14,10,35,21,55,0.00,2,,88
2016-10-6,16,12,8,7,5,3,87,61,32,1029,1025,1022,31,14,10,27,13,,0.00,6,,59
2016-10-7,15,13,11,11,9,7,88,77,60,1024,1022,1021,31,13,10,16,8,,0.00,7,Rain,53
2016-10-8,17,14,11,12,10,9,94,80,52,1028,1026,1024,31,14,10,16,8,,0.00,5,Rain,11
2016-10-9,16,12,8,9,7,6,88,73,43,1029,1028,1027,31,13,10,16,10,,0.25,4,Rain,9
2016-10-10,14,10,6,8,6,4,100,77,42,1029,1026,1024,31,13,10,14,8,,0.00,4,Rain,360
2016-10-11,17,11,4,8,6,5,100,76,36,1025,1023,1021,31,12,10,14,6,,0.25,3,Rain,47
2016-10-12,16,12,9,10,8,6,100,79,48,1022,1020,1018,31,12,5,23,10,,2.03,4,Rain,46
2016-10-13,13,11,8,9,7,5,100,78,49,1018,1013,1009,29,12,5,23,13,,0.00,6,Rain,63
2016-10-14,15,12,9,8,8,7,87,74,51,1009,1006,1005,27,12,7,16,10,,0.00,5,Rain,60
2016-10-15,18,13,8,11,9,7,94,81,41,1011,1006,1004,29,10,4,23,10,,4.06,5,Rain,148
2016-10-16,18,13,7,13,11,7,100,86,57,1015,1012,1009,31,13,0,27,14,35,6.10,4,Fog-Rain,163
2016-10-17,17,13,9,12,10,8,100,85,47,1021,1018,1015,31,13,10,26,11,,2.03,2,Rain,212
2016-10-18,14,11,9,10,7,3,94,74,37,1021,1020,1017,31,13,10,29,16,,0.00,4,Rain,258
2016-10-19,13,11,9,7,7,5,87,71,54,1022,1021,1021,31,12,10,21,16,,0.00,4,Fog,300
2016-10-20,14,11,8,9,7,6,93,78,51,1022,1021,1020,31,14,10,21,10,,0.00,4,Rain,337
2016-10-21,13,10,7,8,7,7,94,80,54,1022,1020,1019,31,13,10,14,10,,0.00,4,,351
2016-10-22,14,10,5,8,7,5,100,83,52,1019,1016,1014,31,11,5,14,6,,0.00,3,Rain,17
2016-10-23,13,9,6,7,6,5,100,79,50,1014,1012,1010,29,11,6,24,10,,0.00,3,,59
2016-10-24,13,11,9,9,7,6,88,75,57,1018,1013,1010,23,11,6,16,11,,0.00,6,Fog-Rain,58
2016-10-25,14,12,9,10,9,8,94,86,68,1026,1022,1018,11,7,5,8,5,,0.51,6,Rain,51
2016-10-26,16,12,9,12,11,8,100,89,60,1031,1028,1026,31,9,0,23,10,,0.00,5,Fog-Rain,239
2016-10-27,16,12,8,11,9,8,100,86,56,1033,1032,1031,31,9,0,24,11,,0.00,6,Fog-Thunderstorm,239
2016-10-28,17,13,10,12,11,9,94,79,63,1036,1034,1031,31,14,8,24,16,,0.00,7,,262
2016-10-29,15,13,11,13,12,10,100,88,73,1036,1034,1032,18,8,2,10,5,,0.00,7,Rain,239
2016-10-30,12,10,8,11,10,7,100,96,82,1033,1030,1029,10,2,0,13,5,,0.00,7,Fog-Rain,56
2016-10-31,19,13,8,12,11,9,100,88,48,1029,1027,1026,14,3,0,8,5,,0.00,5,Fog,53
