MYT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-8-16,33,29,26,25,24,23,89,72,59,1010,1008,1006,10,7,5,14,6,,0.00,6,,118
2016-8-17,34,30,26,25,24,23,89,72,52,1011,1008,1005,10,7,3,21,6,,0.00,6,,136
2016-8-18,34,29,24,25,23,22,89,71,49,1010,1008,1005,10,8,3,23,6,,0.00,6,Rain-Thunderstorm,127
2016-8-19,34,30,27,25,24,23,84,73,52,1009,1007,1005,10,7,4,16,5,,0.00,6,,209
2016-8-20,36,31,27,25,24,19,89,69,39,1010,1007,1005,10,7,3,13,5,,0.00,6,Thunderstorm,196
2016-8-21,34,30,27,25,24,22,84,73,52,1010,1008,1006,10,8,5,13,5,,0.00,6,,314
2016-8-22,35,29,24,25,24,22,94,74,47,1010,1008,1006,10,9,6,19,5,34,0.00,6,,289
2016-8-23,35,31,24,25,23,22,100,69,47,1009,1007,1004,10,9,1,19,8,,0.00,6,Rain-Thunderstorm,286
2016-8-24,32,28,25,25,24,22,100,80,58,1009,1007,1005,10,9,5,11,3,26,0.00,6,Rain,266
2016-8-25,33,29,26,25,24,22,89,72,55,1009,1007,1006,10,9,7,19,5,,0.00,6,Thunderstorm,300
2016-8-26,33,29,26,24,23,22,89,72,52,1011,1009,1007,10,9,8,16,10,,0.00,6,,270
2016-8-27,33,29,26,24,23,21,89,72,49,1012,1010,1008,10,9,4,13,3,27,0.00,6,,299
2016-8-28,33,29,26,25,24,23,89,74,59,1013,1010,1007,10,9,8,16,5,,0.00,6,,273
2016-8-29,33,29,26,25,24,23,89,74,55,1011,1009,1005,9,5,1,13,5,,0.00,7,,166
2016-8-30,30,27,24,25,24,23,100,82,66,1013,1010,1008,10,6,2,10,3,,0.00,6,Rain-Thunderstorm,86
2016-8-31,32,28,25,25,24,23,94,82,62,1013,1011,1009,10,8,6,13,5,,0.00,6,Rain,276
2016-9-1,32,28,24,26,24,23,100,90,62,1014,1011,1008,10,6,1,14,3,,0.00,6,Rain-Thunderstorm,172
2016-9-2,33,28,24,25,24,23,100,80,55,1013,1011,1008,10,8,4,13,5,,0.00,6,,213
2016-9-3,34,29,25,25,23,22,94,79,55,1012,1010,1008,10,9,7,16,8,,0.00,6,Rain-Thunderstorm,210
2016-9-4,33,29,25,25,24,22,94,77,52,1012,1010,1008,10,9,6,19,5,,0.00,6,,214
2016-9-5,33,29,25,25,24,23,89,76,55,1013,1011,1008,10,9,6,16,6,,0.00,6,,224
2016-9-6,34,30,26,25,24,23,89,73,55,1013,1011,1008,10,9,6,21,8,,0.00,6,,221
2016-9-7,32,27,23,24,23,20,100,79,52,1013,1011,1009,10,8,0,21,5,,0.00,7,Rain-Thunderstorm,242
2016-9-8,32,29,26,24,23,23,89,79,59,1013,1011,1009,10,10,9,14,2,,0.00,6,Thunderstorm,104
2016-9-9,32,27,23,24,23,21,100,78,52,1016,1012,1008,10,9,5,16,5,,0.00,6,Rain,148
2016-9-10,34,29,25,25,24,23,89,76,55,1012,1010,1007,10,9,4,11,5,,0.00,6,,237
2016-9-11,33,28,24,25,23,22,94,76,55,1011,1009,1006,10,8,3,16,5,,0.00,6,Rain-Thunderstorm,293
2016-9-12,29,27,24,24,23,23,94,83,70,1012,1010,1008,10,8,2,8,3,,0.00,7,Rain,117
2016-9-13,33,29,25,25,23,21,89,71,49,1011,1009,1007,10,10,8,14,3,,0.00,6,,184
2016-9-14,33,29,26,25,24,23,89,75,59,1011,1010,1007,10,9,7,11,5,,0.00,6,,265
2016-9-15,34,30,26,25,23,21,89,70,46,1011,1009,1007,10,9,8,11,5,,0.00,6,,182
2016-9-16,32,27,23,25,24,22,100,78,59,1012,1009,1006,10,9,6,13,5,,0.00,6,Rain-Thunderstorm,299
2016-9-17,33,29,26,25,24,23,89,74,55,1011,1009,1006,10,9,8,16,6,,0.00,6,,296
2016-9-18,34,30,27,25,24,22,89,72,55,1011,1009,1007,10,9,8,23,8,,0.00,6,,299
2016-9-19,33,29,25,24,23,22,89,71,52,1011,1009,1006,10,10,8,23,8,,0.00,6,Rain-Thunderstorm,313
2016-9-20,33,29,26,24,23,22,89,73,55,1011,1009,1005,10,9,3,19,8,,0.00,6,,298
2016-9-21,33,29,26,24,23,22,89,72,52,1012,1009,1008,10,10,8,14,3,,0.00,6,,307
2016-9-22,32,28,25,24,22,19,94,73,46,1012,1010,1008,10,10,9,19,8,,0.00,6,,321
2016-9-23,34,29,25,24,23,21,89,70,49,1011,1008,1005,10,9,8,19,5,,0.00,6,,310
2016-9-24,35,30,26,24,23,21,89,69,44,1010,1007,1004,10,9,6,16,6,,0.00,6,,315
2016-9-25,33,29,26,25,24,21,94,76,52,1010,1008,1006,10,9,5,11,6,,0.00,6,,314
2016-9-26,35,31,27,25,24,22,89,73,47,1011,1009,1006,10,9,6,19,6,,0.00,6,,306
2016-9-27,35,30,25,25,23,22,89,76,47,1011,1009,1006,10,9,7,21,8,,0.00,6,Rain-Thunderstorm,323
2016-9-28,33,28,24,25,23,21,94,73,52,1011,1009,1006,10,10,8,21,8,,0.00,6,Rain,315
2016-9-29,33,27,22,25,23,21,94,76,55,1011,1009,1006,10,9,2,23,10,,0.00,6,Rain-Thunderstorm,307
2016-9-30,34,30,26,24,23,21,89,71,49,1010,1009,1005,10,10,9,21,8,,0.00,6,,309
2016-10-1,34,30,26,24,23,22,89,72,49,1011,1009,1008,10,9,9,16,6,,0.00,6,,316
2016-10-2,34,29,25,25,23,21,94,73,49,1012,1010,1008,10,9,7,21,8,42,0.00,6,Rain,312
2016-10-3,33,29,25,24,23,22,89,74,59,1012,1009,1007,10,9,6,16,6,37,0.00,6,,315
2016-10-4,34,29,25,25,23,21,94,71,46,1010,1008,1005,10,9,6,19,8,,0.00,6,,309
2016-10-5,34,30,26,24,23,22,89,72,52,1010,1009,1006,10,9,8,23,6,,0.00,6,Rain,305
2016-10-6,34,29,25,24,23,22,89,72,49,1011,1009,1007,10,10,8,16,6,,0.00,6,,306
2016-10-7,30,27,24,24,23,23,100,80,66,1013,1011,1009,10,9,1,11,5,,0.00,6,Rain-Thunderstorm,252
2016-10-8,33,28,24,25,23,20,100,75,46,1014,1011,1008,10,10,7,14,6,,0.00,6,Rain,218
2016-10-9,32,29,26,25,24,22,89,74,58,1013,1011,1008,10,9,8,16,6,,0.00,6,,313
2016-10-10,34,29,25,24,23,22,89,72,55,1012,1010,1007,10,10,8,23,10,,0.00,6,,313
2016-10-11,33,29,26,25,24,23,89,74,59,1011,1009,1006,10,10,10,19,8,37,0.00,6,,304
2016-10-12,33,29,26,25,23,22,84,74,52,1011,1008,1006,10,10,10,24,10,39,0.00,6,Rain,297
2016-10-13,33,28,23,24,23,22,100,75,55,1011,1008,1005,10,9,1,26,10,,0.00,6,Rain-Thunderstorm,305
2016-10-14,32,28,25,24,23,22,89,73,55,1010,1008,1006,10,10,8,23,8,,0.00,6,,314
2016-10-15,33,29,25,25,23,22,89,74,52,1010,1008,1006,10,10,8,19,10,,0.00,6,,302
2016-10-16,31,27,24,25,24,23,94,82,66,1012,1009,1007,10,9,5,21,5,,0.00,6,Rain-Thunderstorm,327
2016-10-17,32,28,24,24,23,23,100,80,59,1012,1008,1006,10,9,7,13,5,,0.00,6,Rain,314
2016-10-18,33,29,26,25,24,21,94,75,52,1010,1008,1005,10,10,7,11,3,,0.00,6,Rain-Thunderstorm,250
2016-10-19,31,28,26,25,24,24,94,80,66,1010,1008,1006,10,9,6,8,3,,0.00,6,Thunderstorm,312
2016-10-20,35,31,27,25,23,20,89,69,44,1009,1007,1005,10,9,5,16,5,,0.00,6,,200
2016-10-21,34,30,27,24,23,22,84,69,52,1010,1008,1006,10,10,9,11,3,,0.00,6,,221
2016-10-22,31,28,25,25,23,22,89,75,62,1012,1010,1008,10,10,10,13,8,,0.00,7,Rain,313
2016-10-23,33,29,26,25,24,21,89,73,52,1011,1009,1007,10,10,9,16,5,,0.00,6,Thunderstorm,321
2016-10-24,32,28,24,25,23,22,94,79,55,1011,1009,1007,10,9,5,19,6,,0.00,6,Rain,308
2016-10-25,34,30,26,25,23,22,89,74,52,1010,1008,1005,10,10,9,23,8,37,0.00,6,Rain-Thunderstorm,313
2016-10-26,33,28,24,24,23,21,89,73,52,1012,1010,1007,10,10,9,19,10,,0.00,6,Rain-Thunderstorm,305
2016-10-27,33,29,25,26,24,23,94,79,55,1013,1010,1008,10,8,6,14,6,,0.00,6,Rain-Thunderstorm,307
2016-10-28,31,28,25,25,24,24,94,86,70,1013,1010,1008,10,9,5,19,3,,0.00,6,Rain-Thunderstorm,325
2016-10-29,32,28,25,25,24,24,100,90,62,1012,1009,1007,10,6,3,14,3,,0.00,6,Rain-Thunderstorm,324
2016-10-30,32,28,24,25,23,22,94,81,59,1012,1010,1007,10,9,6,19,6,,0.00,6,Rain,291
2016-10-31,34,29,24,25,23,22,100,78,52,1012,1010,1007,10,9,1,16,8,,0.00,6,Rain-Thunderstorm,299
